victim.orgsize,action,actor,victim.region,victim.industry.name,attribute,incident,IDnum
small,hacking,partner,lac,utilities,i,F,2783
unknown,error,external,emea,accommodation,i,F,2784
unknown,malware,partner,na,manufacturing,c,F,2785
large,error,internal,emea,public,c,T,2786
small,hacking,external,apac,construction,c,F,2787
large,hacking,external,apac,finance,c,T,2788
small,malware,external,na,public,i,T,2789
small,error,internal,na,finance,c,T,2790
unknown,error,external,apac,mining,c,F,2791
unknown,social,partner,emea,finance,i,F,2792
large,error,partner,lac,administrative,c,F,2793
large,error,internal,emea,professional,i,T,2794
small,error,internal,na,public,c,T,2795
small,unknown,external,na,finance,i,T,2796
large,error,internal,emea,healthcare,c,F,2797
small,hacking,external,lac,finance,c,F,2798
unknown,hacking,partner,apac,otherservices,c,F,2799
large,unknown,external,na,healthcare,c,T,2800
small,error,external,lac,accommodation,c,F,2801
small,social,partner,apac,entertainment,i,F,2802
small,hacking,internal,emea,professional,c,T,2803
small,hacking,internal,na,professional,c,T,2804
small,social,internal,apac,healthcare,a,F,2805
unknown,error,internal,emea,healthcare,c,T,2806
unknown,social,partner,emea,management,i,F,2807
small,misuse,internal,na,trade,c,T,2808
small,hacking,external,na,retail,c,T,2809
large,misuse,internal,na,retail,c,T,2810
large,social,external,apac,trade,c,F,2811
small,hacking,internal,apac,transportation,a,F,2812
unknown,error,partner,apac,construction,a,F,2813
unknown,hacking,partner,emea,finance,c,F,2814
large,malware,external,na,accommodation,i,T,2815
small,misuse,internal,na,accommodation,c,T,2816
small,error,external,lac,management,i,F,2817
large,misuse,internal,lac,public,i,F,2818
unknown,error,internal,lac,information,c,T,2819
large,hacking,external,apac,transportation,c,T,2820
small,error,internal,na,information,c,T,2821
large,error,internal,apac,realestate,i,F,2822
unknown,hacking,external,na,information,i,T,2823
small,hacking,external,na,administrative,c,T,2824
large,social,external,na,healthcare,i,T,2825
small,hacking,external,na,information,c,T,2826
unknown,hacking,partner,lac,information,i,F,2827
small,unknown,external,na,healthcare,c,T,2828
large,unknown,external,apac,finance,i,T,2829
small,error,internal,na,administrative,c,T,2830
small,hacking,external,na,information,c,T,2831
small,misuse,external,apac,retail,i,F,2832
large,hacking,external,na,healthcare,c,T,2833
small,misuse,partner,lac,agriculture,c,F,2834
small,unknown,unknown,na,finance,i,T,2835
small,misuse,internal,apac,realestate,i,F,2836
small,error,internal,na,professional,c,T,2837
small,misuse,internal,na,healthcare,c,T,2838
unknown,error,external,emea,professional,c,F,2839
large,hacking,partner,lac,transportation,c,F,2840
large,error,external,apac,healthcare,i,F,2841
small,misuse,internal,na,healthcare,c,T,2842
small,malware,external,na,healthcare,i,T,2843
large,unknown,external,na,finance,i,T,2844
large,hacking,external,emea,finance,c,T,2845
small,social,internal,apac,accommodation,a,F,2846
small,hacking,partner,apac,accommodation,c,F,2847
small,error,internal,apac,accommodation,a,F,2848
large,error,internal,na,educational,c,T,2849
small,misuse,internal,na,public,c,T,2850
small,malware,external,emea,trade,c,F,2851
small,malware,internal,apac,healthcare,c,F,2852
small,error,internal,emea,educational,c,T,2853
unknown,error,internal,emea,public,c,T,2854
large,hacking,external,emea,information,i,T,2855
small,hacking,external,apac,trade,c,F,2856
small,social,external,na,healthcare,i,T,2857
small,misuse,external,lac,administrative,c,F,2858
large,error,internal,emea,finance,c,T,2859
unknown,social,internal,na,agriculture,c,F,2860
large,error,external,na,agriculture,a,F,2861
unknown,error,internal,lac,entertainment,c,F,2862
unknown,misuse,internal,global,public,c,T,2863
large,error,internal,na,finance,c,T,2864
large,error,partner,na,public,c,T,2865
small,misuse,internal,emea,accommodation,a,F,2866
unknown,misuse,internal,apac,manufacturing,c,T,2867
large,misuse,external,na,construction,a,F,2868
small,hacking,internal,lac,professional,c,F,2869
large,error,partner,emea,agriculture,c,F,2870
large,social,external,na,healthcare,i,T,2871
unknown,malware,external,na,management,a,F,2872
small,misuse,partner,emea,information,i,F,2873
unknown,misuse,external,apac,retail,a,F,2874
large,malware,internal,na,educational,i,F,2875
large,misuse,partner,apac,retail,a,F,2876
large,social,partner,lac,trade,i,F,2877
small,malware,external,emea,otherservices,i,T,2878
unknown,error,internal,global,unknown,c,T,2879
small,malware,external,emea,professional,i,T,2880
small,misuse,internal,na,healthcare,c,T,2881
unknown,malware,internal,lac,healthcare,c,F,2882
unknown,misuse,internal,na,educational,c,F,2883
small,misuse,external,apac,construction,i,F,2884
small,error,internal,apac,public,c,T,2885
small,error,external,apac,professional,i,F,2886
small,social,external,na,administrative,a,F,2887
large,malware,external,na,transportation,i,T,2888
unknown,misuse,partner,apac,educational,i,T,2889
unknown,misuse,internal,apac,healthcare,a,F,2890
large,error,internal,na,educational,c,T,2891
large,error,internal,emea,public,c,T,2892
large,malware,external,na,administrative,c,F,2893
large,social,external,lac,trade,c,F,2894
small,misuse,partner,na,trade,i,F,2895
small,error,internal,na,public,c,T,2896
large,misuse,partner,emea,public,i,F,2897
unknown,malware,external,apac,otherservices,i,F,2898
unknown,social,internal,apac,construction,a,F,2899
large,misuse,internal,na,finance,i,T,2900
large,error,internal,apac,public,c,T,2901
unknown,malware,external,apac,administrative,i,T,2902
small,misuse,internal,emea,public,c,T,2903
large,error,external,emea,construction,c,F,2904
small,hacking,external,na,information,c,T,2905
large,misuse,internal,apac,finance,c,T,2906
large,error,internal,na,healthcare,c,T,2907
small,malware,partner,na,entertainment,a,F,2908
unknown,error,internal,na,healthcare,c,T,2909
small,unknown,external,na,finance,i,T,2910
small,hacking,partner,na,information,a,F,2911
large,hacking,external,apac,agriculture,i,F,2912
small,error,internal,apac,information,c,T,2913
large,misuse,internal,na,finance,i,T,2914
small,unknown,external,na,healthcare,c,T,2915
large,error,internal,na,educational,c,T,2916
large,error,external,na,realestate,c,F,2917
small,error,internal,emea,trade,c,T,2918
small,misuse,partner,apac,management,i,F,2919
large,error,partner,lac,realestate,c,F,2920
small,misuse,internal,na,professional,i,T,2921
unknown,hacking,external,apac,otherservices,c,F,2922
small,hacking,internal,na,otherservices,c,F,2923
small,social,partner,lac,construction,c,F,2924
small,hacking,external,na,information,c,T,2925
large,social,external,lac,mining,a,F,2926
large,malware,partner,na,educational,a,F,2927
small,malware,external,na,information,i,T,2928
large,misuse,internal,emea,public,c,F,2929
large,hacking,internal,lac,manufacturing,c,F,2930
large,misuse,internal,na,healthcare,c,T,2931
small,malware,external,emea,information,a,F,2932
large,misuse,external,apac,mining,i,F,2933
small,malware,partner,na,construction,a,F,2934
large,hacking,internal,emea,public,i,F,2935
small,hacking,partner,lac,finance,i,F,2936
unknown,hacking,external,lac,construction,a,F,2937
unknown,hacking,internal,lac,entertainment,c,F,2938
small,social,partner,na,manufacturing,a,F,2939
small,unknown,unknown,emea,finance,c,T,2940
unknown,malware,internal,lac,otherservices,i,F,2941
large,malware,partner,emea,entertainment,a,F,2942
unknown,misuse,external,apac,otherservices,c,F,2943
small,error,internal,na,educational,c,T,2944
large,social,external,na,healthcare,i,T,2945
small,misuse,external,na,administrative,a,F,2946
large,error,internal,emea,professional,c,T,2947
small,malware,internal,lac,construction,c,F,2948
small,error,internal,na,information,c,T,2949
large,unknown,external,na,public,c,T,2950
large,social,external,na,public,i,T,2951
unknown,social,external,apac,realestate,i,T,2952
large,misuse,internal,emea,transportation,c,T,2953
small,hacking,external,apac,professional,c,T,2954
small,malware,external,lac,manufacturing,c,F,2955
unknown,misuse,internal,lac,manufacturing,c,F,2956
small,error,internal,na,information,c,T,2957
unknown,hacking,external,global,unknown,c,T,2958
small,social,internal,na,transportation,a,F,2959
large,error,partner,emea,accommodation,a,F,2960
small,error,internal,na,healthcare,c,T,2961
small,misuse,internal,emea,healthcare,c,T,2962
large,social,internal,apac,construction,c,F,2963
large,hacking,internal,na,management,i,F,2964
unknown,hacking,external,na,healthcare,c,T,2965
large,social,external,lac,entertainment,c,F,2966
large,error,internal,na,educational,c,T,2967
unknown,misuse,internal,emea,public,c,T,2968
large,error,internal,na,otherservices,c,T,2969
large,hacking,external,emea,mining,i,F,2970
large,misuse,internal,apac,information,i,F,2971
small,malware,partner,lac,construction,c,F,2972
large,hacking,external,na,management,i,F,2973
small,error,internal,na,professional,c,T,2974
unknown,error,internal,emea,public,c,T,2975
unknown,error,internal,apac,healthcare,c,T,2976
small,error,internal,apac,educational,c,T,2977
small,unknown,external,na,retail,c,T,2978
unknown,unknown,external,emea,healthcare,c,T,2979
large,hacking,external,na,healthcare,c,T,2980
small,social,external,na,finance,i,T,2981
small,error,internal,na,retail,c,T,2982
small,misuse,external,emea,transportation,a,F,2983
small,misuse,internal,na,administrative,i,T,2984
large,malware,internal,emea,administrative,c,F,2985
large,hacking,external,apac,retail,c,T,2986
large,error,internal,na,finance,c,T,2987
unknown,hacking,partner,apac,educational,c,F,2988
large,error,internal,na,public,c,T,2989
large,error,internal,na,information,i,T,2990
small,error,internal,na,information,c,T,2991
large,error,internal,apac,educational,c,F,2992
unknown,malware,external,emea,utilities,c,F,2993
large,malware,external,na,accommodation,i,T,2994
unknown,hacking,external,na,healthcare,c,T,2995
small,error,external,emea,management,c,F,2996
large,malware,partner,na,mining,i,F,2997
large,malware,partner,lac,professional,c,F,2998
small,misuse,external,lac,trade,i,F,2999
unknown,hacking,partner,na,retail,a,F,3000
small,error,internal,emea,public,c,T,3001
large,error,internal,na,educational,c,T,3002
large,social,internal,lac,healthcare,c,F,3003
large,misuse,internal,na,professional,i,F,3004
unknown,malware,external,apac,agriculture,a,F,3005
small,hacking,external,apac,educational,c,T,3006
unknown,error,external,apac,information,c,F,3007
large,social,external,lac,utilities,a,F,3008
unknown,hacking,partner,apac,trade,c,F,3009
small,error,external,na,healthcare,c,T,3010
unknown,malware,external,lac,entertainment,a,F,3011
small,error,internal,apac,information,c,T,3012
unknown,error,internal,na,finance,c,T,3013
unknown,misuse,internal,na,construction,i,F,3014
large,hacking,internal,apac,management,a,F,3015
small,social,external,na,educational,i,T,3016
unknown,social,partner,lac,trade,i,F,3017
unknown,unknown,external,na,finance,i,T,3018
unknown,hacking,external,lac,professional,a,F,3019
small,misuse,internal,na,manufacturing,c,T,3020
unknown,malware,internal,na,realestate,i,F,3021
large,social,external,na,healthcare,i,T,3022
large,malware,external,na,manufacturing,i,T,3023
large,misuse,internal,na,healthcare,c,T,3024
unknown,hacking,external,apac,healthcare,c,T,3025
small,error,internal,lac,management,a,F,3026
small,misuse,internal,lac,mining,c,F,3027
large,error,internal,na,information,c,T,3028
large,misuse,external,lac,construction,i,F,3029
small,hacking,partner,na,agriculture,a,F,3030
large,social,external,emea,educational,i,F,3031
unknown,error,partner,emea,agriculture,i,F,3032
large,error,partner,na,public,c,T,3033
small,malware,internal,apac,manufacturing,c,F,3034
small,malware,external,apac,healthcare,i,T,3035
large,error,internal,apac,public,c,T,3036
small,malware,external,na,agriculture,c,F,3037
unknown,misuse,external,apac,realestate,i,F,3038
small,malware,external,na,accommodation,i,T,3039
large,hacking,external,na,healthcare,c,T,3040
large,hacking,external,na,information,c,T,3041
large,social,partner,apac,agriculture,c,F,3042
small,hacking,external,na,information,c,T,3043
unknown,error,internal,apac,public,a,F,3044
large,malware,external,lac,administrative,c,F,3045
unknown,misuse,internal,apac,public,c,T,3046
large,error,external,apac,agriculture,i,F,3047
small,error,internal,na,entertainment,c,T,3048
large,error,external,na,trade,i,F,3049
unknown,malware,external,global,accommodation,i,T,3050
unknown,hacking,internal,emea,agriculture,c,F,3051
large,misuse,internal,emea,finance,i,T,3052
unknown,misuse,internal,na,healthcare,c,T,3053
large,error,external,emea,transportation,a,F,3054
large,hacking,external,na,construction,i,F,3055
large,social,internal,emea,educational,c,F,3056
large,social,external,na,retail,c,F,3057
small,misuse,external,emea,information,i,F,3058
small,misuse,internal,emea,trade,c,F,3059
small,social,external,emea,retail,i,F,3060
unknown,error,external,emea,retail,a,F,3061
unknown,hacking,internal,lac,management,c,F,3062
large,misuse,internal,na,finance,i,T,3063
large,social,external,na,educational,i,T,3064
large,misuse,internal,na,healthcare,c,T,3065
large,malware,partner,apac,administrative,i,F,3066
large,hacking,external,emea,administrative,c,T,3067
small,malware,external,emea,information,i,T,3068
small,unknown,external,na,retail,i,T,3069
large,hacking,external,na,educational,c,T,3070
large,error,internal,na,professional,c,T,3071
unknown,hacking,external,na,healthcare,c,T,3072
unknown,social,internal,lac,realestate,i,F,3073
large,error,internal,na,manufacturing,a,F,3074
large,error,partner,emea,agriculture,a,F,3075
small,error,internal,na,healthcare,c,T,3076
large,social,external,na,healthcare,i,T,3077
small,misuse,internal,na,healthcare,c,T,3078
unknown,social,external,na,public,c,F,3079
large,social,internal,apac,trade,c,F,3080
unknown,unknown,internal,na,transportation,i,T,3081
large,social,internal,lac,healthcare,a,F,3082
small,misuse,partner,na,entertainment,c,T,3083
large,error,internal,emea,finance,c,T,3084
small,hacking,external,apac,manufacturing,c,F,3085
large,error,internal,emea,educational,c,T,3086
large,malware,partner,lac,public,c,F,3087
large,hacking,external,na,educational,c,T,3088
unknown,misuse,external,na,administrative,a,F,3089
unknown,social,internal,lac,finance,c,F,3090
large,misuse,internal,apac,manufacturing,c,T,3091
unknown,misuse,partner,emea,professional,i,F,3092
large,error,internal,na,information,c,T,3093
unknown,social,partner,na,professional,a,F,3094
large,misuse,internal,apac,administrative,a,F,3095
unknown,hacking,partner,lac,professional,i,F,3096
small,misuse,internal,na,public,c,F,3097
small,hacking,external,na,healthcare,c,T,3098
unknown,misuse,partner,emea,administrative,a,F,3099
